1diena	pirmdiena
učināt	šūpot
učīt	mācīt,modināt
učīties	mācīties
učot	šūpot
učuks	skolotājs
udača	paradums,veiksme
ūdains	mitrs,ūdeņains
ūdala	ūdele-1
ūdele-1	ūdeļāda
ūdelene	ūdele
udelēt-2	zīst
ūdelēt-2	mācīt,rīkot,komandēt
ūdelne	ūdele-1
ūdeļains	ūdeņains
ūdenains	ūdeņains
ūdendzirnas	ūdensdzirnavas
ūdendzirnavas	ūdensdzirnavas
ūdenis	ūdens,ūdensžurka
ūdensādere	ūdensdzīsla
ūdensārstniecība	ūdensdziedniecība
ūdensbumba	ūdenspolo
ūdensdrošs	ūdensizturīgs
ūdensdziednīca	ūdensdziedinātava
ūdensdzinums	ūdenszars
ūdensdzirnas	ūdensdzirnavas
ūdensgalva	hidrocefālija
ūdensgāza	ūdenskritums
ūdensgušņas	ūdensusnes
ūdenskaite	tūska
ūdenskrese	ūdensķērsa,baltķērsa
ūdensķērsas	paķērsa
ūdensķērši	paķērsa
ūdenslape	ūdenslapis
ūdenslilija	ūdensroze
ūdenslīmenis	virsa
ūdensmaize	biguzis
ūdensmotobraucējs	ūdensmotosportists
ūdensniere	hidronefroze
ūdenspadeve	ūdenspiegāde
ūdenspaparde	azolla
ūdenspārgāzne	ūdenspārgāze
ūdenspele	ūdensžurka
ūdenspīpis	ūdenspīpe
ūdensplūdi	plūdi
ūdenspriedīte	skujene
ūdenspumpis	ūdenssūknis
ūdenspūslis	placenta
ūdensrozes	ūdensroze
ūdenssērga	tūska
ūdensslalomists	slalomists
ūdensslaloms	slaloms
ūdensspēkstacija	hidroelektrostacija
ūdenssūnas	ūdensusnes
ūdensšļukums	ūdensbruka
ūdensterapija	ūdensdziedniecība
ūdenstilpne	ūdenstilpe
ūdenstriecis	triecis
ūdenstrūce	hidrocēle
ūdenstūkste	tūska
ūdensvabule	ūdensvabole
ūdensvērsis	dumpis
ūdensvista	ūdensvistiņa
ūdensvistiņa	kūpis,ormaniņš
ūdenszāle	ūdensaugs
ūdenszāles	ūdenszāle
ūdeņainība	ūdeņainums
ūdeņains	blāvs,nespodrs
ūdeņainums	ūdeņainība
ūdeņliga	tūska
ūdeņmāte	nāra
ūdeņojs	ūdeņains
ūdeņot	apūdeņot
ūdeņots	ūdeņains
ūdeņplūdi	ūdensplūdi
ūderis	ūdrs
ūdesneņš	ūdens
ūdesnijs	ūdeņains
ūdesniņš	ūdens
ūdinains	ūdeņains
Udinava	Udinova
ūdinis	ūdens,peļķe,līmenis
ūdins	ūdens
ūdinsžurka	ūdensžurka
ūdiņainis	ūdeņains
ūdiņliga	tūska
ūdiņpele	ūdensžurka
ūdišņājs	ūdeņains
ūd-krāt.	ūdenskrātuve
ūd-krit.	ūdenskritums
ūdra	āķis
ūdre	ūdrs
ūdrene	ūdrs
ūdris	ūdrs
udruk	pēkšņi
ūdrums	dusmas,naids
ūdrups	ūdrs
ūds	ūda
ūdurēt	meklēt,okšķerēt
ūdze	odze
Ūdzeņa	Ūdzene,odzene
udža	uguns
udže	uguns
udžis	uguns
Uexkuell	Ikšķile
ūga	oga
Ugahlen	Ugāle
ugne	uguns
ugnots	uguņains
ugols	čemodāns
ugoļņiks	čemodāns
ugrohaķ	noslepkavot
uguale	vienāds,vienlīdzīgs,līdzens
ugunains	uguņains
ugunkurs	ugunskurs
uguns-1	šaušana,apšaude,kaislība
ugunsapbedīšana	kremācija
ugunsbriesmas	ugunsgrēks
ugunscepure	rovis
ugunsdrošs	ugunsizturīgs
ugunsdzēsēji	gundegas,ugunsdzēsējs
ugunsdzira	ugunsdzēriens
ugunsgailis	ugunsgrēks,uguns
ugunsizturīgs	ugunsdrošs
ugunskalns	vulkāns
ugunskrusts	kāškrusts
ugunskure	ugunskurs
ugunskuris	ugunskurs
ugunslaktenis	lākturis
ugunsliesma	liesma
ugunslīnija	ugunspozīcija
ugunsnelaime	ugunsgrēks
ugunspagale	karstgalvis
ugunsposts	ugunsgrēks,ugunsnelaime
ugunspuķe	gundega
ugunspuķes	sūrene,ugunspuķe
ugunspūķis	drakons,ugunsgrēks
ugunsrati	automobilis,motocikls
ugunsrīki	šķiltavas
ugunsspicīte	brīnumsvecīte
ugunsspļāvējs	ugunsvēmējs
ugunsturīgs	ugunsizturīgs
ugunsūdens	ugunsdzēriens,degvīns
ugunsvīrs	ugunsdzēsējs
ugunszīme	ugunskrusts
uguntiņa	dedzība,aizrautība
ugunturība	ugunsizturība
ugunturīgs	ugunsizturīgs
uguņains	ugunīgs
uguņkurs	ugunskurs
uhlopaķ	noslepkavot
uhrkaķ	aizbēgt
uicāt	ucāt
uicēt-1	ucāt
uicēt-2	mācīt
uicināt	ucāt
uicīt	ucāt
uida	ūda
uijāt	saukt,aijāt
uikāt-1	saukt,aijāt
uikāt-2	pieskatīt,vajāt
uikāt-3	pļāpāt
uima	vēlme,dziņa
uime	prasme
uimenēt	mocīties,nopūlēties
uimēties	pūlēties,mocīties
uimīgs	prasmīgs,izveicīgs
ū-ināt	ūjināt
UĪV	ultraīsviļņi
ujāks	vilks
ūjaks	vilks
ūjāt	saukt,ūjināt
ujināt	ūjināt
UK	Lielbritānija
uka	nelaime,kļūda
ūka-3	ūkšis
ukace	pļāpa,mēlnese
ukahaķ	aizbēgt
ukāt-1	ucāt
ūkāt-2	saukāt
ukce	uzvija
ukcināt	skubināt,mudināt
ukiņa	aknas
uklenders	klaidonis,imigrants
ukne	jupis
ūkne	ūkņa-1
uknēt	gulēt
uknīt	šūpot
ūkņa-1	dūņas
ūkņa-2	spiegs
ūkņas	ūkšas
ūkņāt	izpētīt,izdibināt,iztaujāt
ukņīt	šūpot
ukokaķ	noslepkavot
ūkoņa	rūkoņa,dūkoņa
ukris	degungals,padegune,purns,punduris
ukrops	muļķis
ukrs	skaists,tīrs,vīrišķīgs
ūksma	ēna,pakrēslis
ūksme	šķirba,vagīna
ūkstēt	dūdot
ūksts	dūksts,slīksnājs,kājstarpe,pakaļa
ūkša-1	dzērājs
ūkšas	sauciens
ūkšiens	kliedziens,sauciens
ūkšis-1	dūcene
ūkšķeklis-2	spiegs
ūkšķēt	ūkšināt
ūkšķināt	ūkšināt
ūkšķis-1	dūcene
ūkšņāt	saukt,kliegt
ūkšot	ūkšēt,svilpot,stabulēt
uktīt	dzert,žūpot
ukurains	dūšīgs
ūķelēt	runāt,sacīt,stāstīt
ūķerēt	dūķerēt,okšķerēt
uķināt	ucināt
ūķis-2	dūcene
ūķis-3	rūķis
ula-1	lamuvārds
ula-2	dzergzde
ulbans	kurls
ulbiķis-1	muļķis
ulbiķis-2	kartupelis
ulbs	stulbs,muļķīgs,kurls
ulbt	apstulbt,apjukt
ulce	varde
ulcerācija	čūlošana
uldurs	bulduris
ule	lamuvārds
ulens	miegains
ulēt-1	urdzēt
ulete	vientiesis,neveiklis
Ulgī	Elgeja
uligāns	huligāns
ulināt-1	ūjināt,saukt,urrināt,dūdot,pūst
ūlināt	burbuļot,čalot
ulis-2	galoda
ulītis	ķīsis,ulis
ulks	vilks
ulksnis	alksnis
ulkuris	klaidonis,palaidnis
ullis	ķīsis,ulis
ulmāka	lamuvārds
ulmus	Gobas
ūlot	dūdot
ulpēt	okšķerēt,izokšķerēt
ulpis-2	okšķerētājs
ulpis-3	vilkatis
uls	neass,truls
ulsteris	ulsters
ultimatīvs	kategorisks
ultimatīvums	kategoriskums
ultimatums	ultimāts
ultramikroskopisks	submikroskopisks
ultramontāns	ultramontānis
ultrasarkans	infrasarkans
uluss	rajons
ulvis	caurums
uļa	lakats
uļans	padumjš,muļķīgs,neuzmanīgs
uļas	pogaļa
uļavas	klaigas
uļavāt	svinēt,dzīrot
uļens	vājš,vārgs
uļigāns	huligāns
uļināt-2	burbuļot,mutuļot,tecēt
ūma	oma
ūmacīgs	čakls,uzcītīgs
umai	pēkšņi,piepeši
ūmai	pēkšņi,piepeši
umaka	spēks,vara,steigšanās
ūmākers	ūrmākers
umaš	ļoti,visai,varen
ūmāte	vecāmāte
umats	nekārtība
umbeliferae	čemurzieži
umbt	rūgt
umīt	skubināt,steidzināt
ummācība	uzmācība
ummācīgs	uzmācīgs
ummaka	spēks,vara,steigšanās
ummākars	pulksteņlabotājs,pulksteņmeistars
ummaks-1	biedēklis,briesmonis
ummaks-2	briesmīgs,smags
ummas-1	dzēriens
ummas-2	niknums,dusmas,ļaunums
ummāt	dzert
umņiks	gudrinieks
umpa	nepāris,umpāris
umpāris	nepāris
umpārskaitlis	nepārskaitlis
umpiņš	punduris
umpis	nepāris,umpāris
umpsis	kaķis
umpt	aizsērēt,aizsprostoties
un-2	viens
Unalaška	Analaska
unanims	vienprātīgs,vienbalsīgs
unanuimitāte	vienprātība,vienbalsība
unārtīgs	nerātns
uncains	ūsains
uncaiņš	ūsains
uncas	ūsas
uncots	palaidnīgs
uncvads	palaidnis,bezgodis
uncvasts	palaidnis
uncvats	palaidnis,bezgodis
unda	ūda
undīne	nāra
undrapcieris	apakšvirsnieks
undulācija	fluktuācija,ondulējums
undulēt	ondulēt
Unesco	UNESCO
unguentum	ziede
ungurēt	kastrēt
unguris	rūniķis,kastrētājs,zirģelis
Ungurs	Rustēgs
Unģenurga	Undiņa,Unģene
Unicef	UNICEF
uniforma	formastērps
uniformēt	vienveidot
uniforms	vienveidīgs
ūnija	apvienība,savienība
unikalitāte	unikālums
unikālums	unikalitāte
ūniks	retums,ūnikums
uniks	universālveikals
unilaterisms	vienpusīgums
unio-2	apvienība,apvienošana
unipolārs	vienpola
unis	universālveikals
unisekss	ambivalentisms
unisono	unisons
unisons	saskaņa,vienotība
unitamento	kopā,savienoti
unitārs	vienots,apvienots
unitāte	vienība
unītis	universālveikals
univ.	universitāte
universālisms	universalitāte,universālums
universalitāte	universālums
universāls	universālis,vispusīgs
universālums	universalitāte
universs	visums
universums	universs
univerzālveikals	universālveikals
univerzums	visums
univoce	vienvārda,vienbalsīgi
unkstēt	kunkstēt,smilkstēt,vaidēt,stenēt
unkšēt	unkstēt,raudāt
unkulis	tēvocis,krusttēvs
unna	ūda,unda
unsas	ūsas
unse	ūsas
unspieģelis	jokdaris
unste	ūsas
unsti	ūsas
unsvasts	palaidnis
unsvats	palaidnis,bezgodis
unterītis	apakšvirsnieks
unteroficieris	apakšvirsnieks
unters	apakšvirsnieks
unteža	ežmale
untežmala	ežmale
untežmale	ežmale
untīgs	untumains
untumains	kaprīzs,niķīgs
untumaiņš	untumains
untumība	untumainība
untumīgs	untumains
untums	kaprīze,ieradums
unučka	mazmeita
unuks	mazdēls
unuška	universitāte
uņģine	glūnētājs,spiegs
uņģinēt	glūnēt
uņķēties	kustēties,pārvietoties
uōbelneica	ābele
Uolstrīta	Volstrīts
uōsmeigs	jocīgs,dīvains
uōvaklys	āksts
uōvētīs	ākstīties
upača	istaba
upains	ūdeņains
upars	upuris
uparts	stūrgalvis
upārts	ietiepīgs
upaskoks	ančars
upēdis	ālants
Upele	reža
uperēt	dāvināt,ziedot
uperis	dāvana,ziedojums,upuris
upesmute	ieteka
upesveidīgs	upesveida
ūpēt	lallināt
upietis	ālants,upmalnieks
upine	upene
upītis-1	ālants
upmāle	upmala
upmalieši	upmalietis
upmalietis	upmalieši
upmālis	upmala
ūpot	ūpēt
Uppegriwe	Upesgrīva
ups-1	upe
ūps	ūpis
upsis	ūpis
Upstarpa	Entreriosa,Mezopotāmija
upuča-1	istaba
upurēšana	uzupurēšanās
upurēt	ziedot
upuris	ziedojums
upurs	upuris
urā	urrā
URAC	urīnskābe
uragans	orkāns
uraimija	urēmija
urāpatriotisks	urrāpatriotisks
urāpatriotisms	urrāpatriotisms
urāpatriots	urrāpatriots
urāt	murrāt
uravas	urravas
uravāt	urravot,urrāt
uraveņš	līmeņrādis
uravot	urravot,urrāt
urbānisks	pilsētniecisks
urbāns	pilsētniecisks
urbeklis	urbis
urbeķe	ņurņiks
urbīgs	urbjošs
urbiķis	īlens
urbināt	bakstīt
urbis	muļķis
urbīt	urbināt
urbjošs	urbīgs
urbt	urināt,urrināt
urbties	virzīties
urbulains	caurumains,porains
urbulis	irbulis,iesms,īlens,adāmadata
urbuļains	caurumains,porains
urcele	vēders
urcīgs-1	pūcīgs,dusmīgs
urcīgs-2	centīgs
urdeklis	urda
urdaviņa	strauts
urdēt	urdzēt
urdīgs	neatslābstošs,uzmācīgs
urdināt	urdīt
urdīt	bakstīt,bikstīt,rakņāt,rušināt,musināt,kūdīt
urdītājs	skubinātājs
urdīties	rakņāties,rušināties
urdoņa	urdītājs
urdze	urga
urdzējs	urdītājs
urdzēt	urgt
urdzināt-2	uzmākties,apgrūtināt
urdzīt	skubināt,spiest
urdzuļot	urdzēt
urēt	urdzēt
ureters	uretra
urga-1	ala
urga-2	urdītājs,steidzināšana,kūdīšana
urgāt	zagt
urgente	steidzami,neatliekami
urgoņa	troksnis,murdoņa,urdītājs
urgot	urgt
urgt-1	urdzēt
urgucis	spoks,velis
urguča	sivēnmāte
urgučas	nepatikšanas
urgučot	ķildoties,bārties
urina	urīns
urināt-2	bubināt,urrināt
urināt-3	pūst
urināt-4	urbināt,rakņāt,ārdīt,kustēties,ložņāt
urināties	rakņāties,knābāties,kustēties,ložņāt
urīndzenošs	diurētisks
urīt	dzīt
urjava	kliedzējs
urjavas	uravas,urravas
urjavāt	uravāt
urjavot	uravot,urravot
urkate	okšķeris
urkatēt	meklēt,okšķerēt,rakņāties
urkņāt	rakņāt,bakstīt
urkņāties	rīkoties,darboties,rušināties
urkņēt	rakņāties
urkņīt	rakņāt,bakstīt,urbināt,meklēt
urkņot	rakņāties,bakstīt
urkovaķ	zagt
urksis	urdītājs
urkstēt	ņurdēt,rūkt,rukšķēt,trokšņot
urksts	jēga,prāts
urkšēt	rukšķēt
urkšināt	ņurdēt,kurnēt,rukšināt
urkšķēt	rukšķēt,rūkt
urkšķināt	rukšķēt
urkšķis	ruksis,īgņa,tarkšķis,plerkšķis
urkšķoņa	urkšķēšana
urkšņāt	rukšķēt
urkšt	ņurdēt,rūkt
urkt	rūkt
urķe	urķis
urķelis	grope
urķēt	urdīt
urķēties	rušināties,rakņāties,urbties
urķis	kruķis,miets
urķīt	urķēt
urķot	rakņāt,jaukt,izsvaidīt
urla	huligāns,meitene
urlāt	deldēt
urlaubs	atvaļinājums
ūrlaups	atvaļinājums
urļāt	ošņāt,spiegot
urnings	homoseksuālists
uroboross	aplis
urods	ķēms,kroplis
urpalēties	rotaļāties
urpēties	urķēties,nopūlēties,nomocīties
urpulēties	rotaļāties
urpuļiem	steigšus
urpuļot	spēlēties
urra	rūcējs
urrā	urā
urrāpatriotisks	urāpatriotisks
urrāpatriotisms	urāpatriotisms
urrāpatriots	urāpatriots
urrāt	urravot,murrāt
urravas	uravas
urravot	uravot,urrāt
urrināt	urināt
urska-2	troksnis,trakums
urskala	āda
urskulis-1	murskulis,mudžeklis,troksnis,trakums,pakaļa,dusmas
urskulis-2	kūdītājs
urskulis-3	kaislība,dedzība,drudzis
urstiķis	miets
ursulīnes	ursulietes
ursuls	urķis
ursus	lāči
uršķēt	urkšķēt
urtikārija	nātrene
urulēt	rubināt
urulis	curulis
urva-1	virve,pavediens
urvelnieks-1	dibens
urvēt	siet,saistīt
urvilka	kāmis,cirslītis,ūdensžurka
urza-2	strīds,nemiers
urzakoties	niknoties
urzaks	strīdnieks,ķīviņš,strīds
ūrzaks	ķīviņš,strīds
urzāt	kūdīt
urzāties-1	strīdēties
urzāties-2	grozīties,kasīties
urzīgs	ķildīgs,ķīvīgs
urzīt	kūdīt
usainis	ūsiņš
ūsinītis	sermulis
ūsaiņš	ūsains
usas	ūsas
usbeki	uzbeki
Uschwalde	Izvalta
uscilka	saistzole
Ūsenis	ūsiņš
ūsi	ūsas
Ūsinis	ūsiņš
Ūsītis	ūsiņš
uska	vēlēšanās,iedoma,noskaņojums,niķis,iegriba
ūslains	svītrains
Usmaiten	Usma
usmaršus	piedevām
usmaš	usmašām
usmaša	piedeva,apsējs,prievīte
usmašām	piedevām
usmašus	īpaši
usna	usne,dzelkšņi
usnains	ušņains
usne	dzelkšņi
usnes	usne
ūsots	ūsains
ūss	osis
ustaba	istaba
ustabaugša	istabaugša
ustabpriekša	istabpriekša
ūstains	ūsains
ūstas	ūsas
ustavs-2	likums,kodekss,nolikums
ūsti	ūsas
ustuba	istaba
ūsva	ūsa
uša	cūka
ušavi	kukaragas,iegātnis
uši	bauši
uška-1	aita
uška-2	usne
uška-3	utka
uškuris	iegātnis
ūšķi	ūsas
ušna	usne
ušnes	dzelkšņi
ušņa	dzelkšņi
ušņainis	ušņains
ušņas	usne
ušņi	usne
ušņots	ušņains
ūštaītis	vectēvs
utainais	krievs
utainība	utainums
utainums	utainība
utaiņš	utains
ūtaļa	otaļa
utars	lamuvārds
utārs	lamuvārds
utāties	utoties
utbunga	īkšķis
ute	uts,bērns,nabags
ūte	platmale
utene	utenis
utenēt	utoties
uterus	dzemde
utes	uts
utēt	utot
utilitārisms	utilitaritāte
utilitārums	utilitaritāte
utiljēlviela	utilizejviela
utināt	ieskāt,utot
utināties	ieskāties,utoties
utīt	utot
utīties	utoties
utkāt	ieskāt,utot
utkāties	ieskāties,utoties
utkuka	īkšķis
utkuks	īkšķis
utnabags	lamuvārds
utnoēsts	trūcīgs,netīrīgs,nevīžīgs
utots	utains
ūtraps	ūtrupe
utrikulārija	pūslene
ūtris	otrs
utrjanka	rītausma
ūtrodi	otrādi
ūtrupētājs	ūtrupnieks
ūtrupis	ūtrupe
ūtrupot	ūtrupēt
ūtrups	ūtrupe
uts	skopulis
uttirgs	sīkumtirgus
utubunga	īkšķis
utikaija	lamuvārds
utukuka	īkšķis
utukuksa	īkšķis
utukuksis	īkšķis
utulācis	lamuvārds
ututirgus	sīkumtirgus
utuvanags	lamuvārds
utūzis	nerātnis,nebēdnieks
UV	ultraviolets
uvert.	uvertīra
uvertīra	sākums,ievadījums
uvesķi	nozagt
uvigi	vigi
ūvināt	ūjināt
uvoloč	nozagt
ūvula	ūka
uz	pie,pret,pēc,ar
ūz	uz
ūz-	uz-
Ūza	Greitūza
uzace	uzacs
ūzacs	uzacs
uzači	uzbarži
uzadīt	noadīt
ūzants	prievīte
uzārstēt	apārstēt
ūzas	bikses,apakšbikses
uzasināt	uztrīt
uzaudzēt	izaudzēt
uzaudzināt	izaudzināt,uzaudzēt
uzaugt	izaugt
uzaugties	izaugt
uzaugums	izaugums
uzauļot	uzaulekšot
uzaurēt	uzaurot
uzaurēties	uzcelties
uzausīt-1	saklausīt
uzausīt-3	uzlocīt,atlocīt
uzaust-1	iesākties,iestāties
uzaust-2	noaust
uzaut	uzvilkt,apaut
uzauties	apauties
uzāzēt	izzobot
uzbalstīt	atbalstīt,atspiest
uzbangoties	uzbangot
ūzbante	prievīte
ūzbants	prievīte
uzbara	uzvija
uzbaras	putraimi
uzbarāties	uzbaroties
uzbarināt	uzbarot
uzbars	uzvija,pārmērs
uzbaurot	iemauties
uzbāzīgs	uzmācīgs
uzbāzīgums	uzbāzība
uzbāzt	uzlikt
uzbēdzināt	paslēpt
uzbelzt	iesist,uzsist
uzbere	uzvija
uzberes	uzbars
uzberi	uzbars
uzberība	uzbars
uzberzēt	uzberzt
uzberzēties	uzberzties
uzbidināt	izbiedēt
uzbidzīt	uzstumt,uzgrūst,pamodināt
uzbidžīt	pamodināt
uzbiknīt	uzbikņīt
uzbikņīt	pamodināt
uzbikstīt	uzmudināt
uzbildēt-1	attēlot
uzbildēt-2	uzbilst
uzbildēties	nofotografēties
uzbildināt	uzrunāt,bildināt
uzbilst	pajautāt,uzrunāt,bildināt
uzbilsties	uzrunāt,ierunāties
uzbirdināties	uzbārstīties
uzbirināt	uzbirdināt
uzbirkstīt	izrakņāt
uzblandīties	uzklīst
uzblaust	uzliet,uzgāzt
uzblāvot	uzblāzmot
uzblektēt	uzsist,iesist
uzblemzt	pamanīt,ieraudzīt
uzblēt	ieblēties
uzblieķēt-2	izbalināt
uzbliesties	uzblīzt
uzblīst	uztūkt
uzblīzt	uztūkt
uzblusīt	uzlasīt
uzbļaut	uzkliegt
uzbļauties	uzkliegt
uzbļāviens	uzkliedziens
uzbokāt	pārkult
uzbolēt	ieraudzīt
uzbozēt	sist
uzbozies	īgns
uzbracāt	uzspraust
uzbracēt	uzbracāt
uzbrauciens	apvainojums
uzbraucīties	uzrotīties
uzbraukt	apvainot,pārmest,šantažēt
uzbraunīt	uzbraucīt
uzbrāzt	uzbrāzties
uzbrēkties	uzkliegt
uzbrīdināt	sarāt,piedraudēt
uzbriedēt	uzbriedināt
uzbriest	uztūkt
uzbrist	uzkāpt
uzbrizgāt	uzšļakstīt
uzbruciens	uzbrukums
uzbrucināt	uzasināt
uzbrūčlīmis	plāksteris
uzbrūkošs	agresīvs
uzbrūnēt	uzbrūnināt
uzbruzdināt	rūkt,ducināt,pamodināt
uzbučot	noskūpstīt
uzbudavāt	uzcelt
uzbude	uzbudinājums
uzbudinošs	kairinošs
uzbudīt	pamodināt
uzbudums	uztraukums
uzbudzināt	pamodināt
uzbudzīt	pamodināt
uzbuģenēt	aptīt
uzbuksnīt	uzbuknīt
uzbuldurēt	uzstreipuļot
uzburas	putraimi
uzburbēt	uzburbt
uzburbt	uzburbēt
uzburt	izburt
uzbust	uztraukties,uzbudināties
uzbūve	struktūra
uzbūvēt	uzcelt
uzcalāt	sacilāt
uzcāpāt	uzmīt,uzmīties
uzcapstīt	uztaustīt
uzceikināt	uzzīmēt
uzcelt	uzmodināt,noorganizēt,izveidot,pacelt
uzcelties	piecelties
uzcensīgs	strādīgs,centīgs
uzcepināt	apcepināt,izcept
uzcepums	sacepums
uzcerēt	iecerēt
uzcērot	uzrāpties,uzlīst
uzcetināt	uzkūdīt
uzcienāt	pacienāt
uzcienāties	pacienāties
uzcienīt	uzcienāt
uzcildināt	uzbriedināt
uzcildīt	paslavēt
uzcīlēt	noskatīt,nolūkot
uzcilīgs	izcilīgs
uzcilnis	izcilnis
uzcilt	uzrūgt
uzcīrēt	nolūkot
uzcirst	paaugstināt,sapost,uzpost
uzcirsties	saposties,uzposties
uzcirtāt	sacirtot,salokāt
uzcirtens	sālīts,sāļš
uzcirtīgs	iedomīgs,pašpārliecināts
uzcirtināt	sacirtot,salokāt
uzcīsties	pūlēties,censties
uzcītīgs	cītīgs,centīgs
uzčabināt	uzpurināt
uzčagināt	uzpurināt,uzirdināt
uzčakarēties	uzrausties,uzbaroties
uzčakstināt-2	uzpurināt,sacirst
uzčamarēt	uzčamdīt
uzčamdīt	uztaustīt,uzbērt
uzčapāt	uzčāpot
uzčavāt-1	pacienāt
uzčavāt-2	uzčubināt
uzčemerēt	piegulēt
uzčokurēt	sačokuroties
uzčuidīt	uzkūdīt,uzmusināt
uzčukāt	uzārdīt,uzrakņāt
uzčuksnīt	pabikstīt
uzčūkstēt	uzputot
uzčukstīt	uzbikstīt
uzčužināt	uzčubināt
uzd.	uzdevums
uzdābt	iesist
uzdabīt	uzdabūt
uzdaiņot	uzdziedāt
uzdakstīt	uzbakstīt
uzdalīt	iedalīt,pērt,uzskaitīt
uzdalka	uzvija
uzdalkām	piedevām
uzdambējums	aizsprostojums,dambis
uzdambēt	aizsprostot,aizdambēt
uzdancot	uzdejot
uzdarināt	izlabot,pārlabot,sasmalcināt,uzlīt
uzdarīt	izgatavot,uztaisīt,atvērt,attaisīt,uzkraut
uzdauzīties	uzklīst
uzdava	piedeva
uzdāvāt	uzdāvināt
uzdedzināt	uzdegt
uzdegt	uzdedzināt
uzdeķot	uzklāt,apsegt
uzdelgt	uzspiest,uzsiet
uzdelzt	uzmīt
uzderēt	noderēt
uzderība	nosacījums
ūzderības	saderināšanās
uzderināt-1	paskubināt,pierunāt,uzlaikot,pielāgot,saderināt
uzderināt-2	pabeigt,noslēgt,nodarbināt
uzdervēt	uzsist,iepērt
uzdesot	uzskriet
uzdēt	uzlikt,uzstādīt,izdēt
uzdeva	uzvija
uzdevām	piedevām
uzdeve	piedeva
uzdēvēt	uzrunāt
uzdēvēties	izlikties
uzdevība	piedeva
uzdibināt	izpētīt,noskaidrot
uzdidelēt	iesist
uzdīdīt	uzsūtīt,uzraut,uzvilkt,izdīdīt,iedresēt
uzdīdzēt	uzdiedzēt,izdiedzēt
uzdīdzināt	uzdiedzēt
uzdiebt	uzskriet
uzdiedelēt	ierasties
uzdiedelēties	uzplīties
uzdiegt-1	iesist,uzadīt
uzdienēties	uzdienēt,uzstrādāties,uzkalpoties
uzdiet	uzdejot
uzdiķis	uzdevums
uzdilbt	uzskriet
uzdillēt	uzvilkt,uzstiept
uzdimdināt	nodārdēt
uzdimīt	uzcelt,uznest
uzdimzāt	ieraudāties
uzdingāt	ieraudāties
uzdirnīt	uzkasīt,uzart
uzdirst	pateikt,uzrakstīt
uzdirties	uzdrošināties
uzdižot	leģēt
uzdobīt	izdobt,izgrebt
uzdoma	iedoma
uzdomājums	iedoma
uzdomāt	sadomāt,nolemt,iecerēt,iedomāties,nolūkot,noskatīt
uzdomāties	uzdomāt
uzdošana	uzdevums
uzdot	sniegt,izvirzīt
uzdrasāt	uzjautrināties,uzdziedāt
uzdrašķīt	uzslacīt,uzšļākt
uzdraudēt	piedraudēt,draudēt
uzdrāzt-1	uzasināt
uzdrāzt-2	uzdrāzties
uzdreijāt	izvirpot
uzdricināt	uzvilkt,pamodināt
uzdrīkstēt	uzdrīkstēties
uzdrīkstēties	izturēties,uzdrošināties
uzdrikšķināt	uzbirkstīt,uzbirdināt
uzdriķēt	iespiest
uzdrillēt	uzrakstīt
uzdripināt	uzdrupināt
uzdriskāties	uzšļakstīties
uzdrosināt	uzdrošināt
uzdrost	uzdrošināties
uzdroši	droši,drosmīgi
uzdrošīgs	drošs,drosmīgs,neapdomīgs
uzdrošināt	mudināt,iedrošināt
uzdrošināties	izturēties,uzdrīkstēties
uzdrošs	uzdrošīgs
uzdruksnīt	uzmundrināt
uzdrumstalāt	uzdrupināt
uzdruskāt	uzdrumstalāt
uzdūcināt	uzducināt
uzdūcīt	pamodināt,mīcīt
uzdūdot	uzspēlēt
uzdūkurēt	uzdukurēt
uzduķis	uzdevums
uzdumēt	uzducināt
uzdūmēt	uzsmēķēt
uzdūmot	uzsmēķēt
uzdumpēties	uzpūsties
uzdumpt	iekliegties
uzdurve	paloda
uzdust	uzelpot
uzdūšojies	iereibis
uzdūšoties	sasparoties
uzduzot	nopūsties
uzdvašot	uzpūst
uzdvesmot	uzdvest
uzdvēst	uzdvest
uzdzalkstīt	uzdzirkstīt
uzdzanāt	uzdzenāt
uzdzeldēt	uzsnigt
uzdzenāt	apvaisloties
uzdzeras	uzdziras
uzdzērdināt	uzbarot
uzdzērība	iedzeršana
uzdzert	iedzert
uzdziedēt	izārstēt,sadziedēt
uzdzievāt	uzdzīvot
uzdzīgot	uzdzīvot
uzdzinība	centība,censonība
uzdzinīgs	uzbāzīgs,uzmācīgs
uzdziras	dzīres
uzdzīras	atkāzas
uzdzirdēt	izdzirdēt
uzdzīriņa	atsvēte
uzdzīriņš	dzīres
uzdzirkstēt	uzdzirkstīt
uzdzirkstēties	uzdzirkstēt
uzdzirkstīt	uzdzirkstēt
uzdzirkstīties	uzdzirkstīt,uzdzirkstēties
uzdzīrs	dzīres
uzdzirst	uzdzirdēt
uzdzirties	apņemties,uzcerēt
uzdzīt-1	kāpināt,palielināt
uzdzīvāt	uzdzīvot
uzēdināt	uzbarot,ieēdināt
uzēds	uzēdas
uzelpēt	uzelpot,uzvilkt
uzelsāt	uzelsot
uzērcēt	nokaitināt,sadusmot,izzobot
uzērdināt	uzirdināt
uzerrināt	sakaitināt
uzērst	atārdīt
uzēst	ieēst
uzēsties	dusmoties,skaisties,iemīlēties
uzēvelēt	nopērt
uzfotografēties	nofotografēties
